candidate_id,approved_id,shared_anchor_count,shared_anchors,unit_description,output_image,candidate_xml,approved_xml
mol_0539,mol_0004,1,VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0539__vs_mol_0004__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0004__strict.xml
mol_0539,mol_0005,2,ASP_1021:HBOND; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0539__vs_mol_0005__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0005__strict.xml
mol_0539,mol_0006,1,VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0539__vs_mol_0006__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0006__strict.xml
mol_0539,mol_0007,1,VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0539__vs_mol_0007__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0007__strict.xml
mol_0539,mol_0008,1,VAL_889:HYDROPHOBIC,heteroaromatic core; carbonyl/amide linker,mol_0539__vs_mol_0008__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0008__strict.xml
mol_0539,mol_0009,0,,No strict shared PLIP anchor-derived unit,mol_0539__vs_mol_0009__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0009__strict.xml
mol_0539,mol_0010,1,VAL_889:HYDROPHOBIC,heteroaromatic core; carbonyl/amide linker,mol_0539__vs_mol_0010__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0010__strict.xml
mol_0539,mol_0011,1,VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0539__vs_mol_0011__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0539__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0011__strict.xml
mol_0598,mol_0000,2,ASP_1021:HBOND; LEU_881:HYDROPHOBIC,heteroaromatic core,mol_0598__vs_mol_0000__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0000__strict.xml
mol_0598,mol_0001,0,,No strict shared PLIP anchor-derived unit,mol_0598__vs_mol_0001__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0001__strict.xml
mol_0598,mol_0002,1,LEU_1010:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0002__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0002__strict.xml
mol_0598,mol_0003,3,LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,carbonyl/amide linker,mol_0598__vs_mol_0003__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0003__strict.xml
mol_0598,mol_0004,3,LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0004__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0004__strict.xml
mol_0598,mol_0005,4,ALA_906:HYDROPHOBIC; ASP_1021:HBOND; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0005__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0005__strict.xml
mol_0598,mol_0006,3,LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0598__vs_mol_0006__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0006__strict.xml
mol_0598,mol_0007,4,ALA_906:HYDROPHOBIC; LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0598__vs_mol_0007__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0007__strict.xml
mol_0598,mol_0008,4,ARG_879:HBOND; LEU_881:HYDROPHOBIC; PHE_958:HYDROPHOBIC; VAL_889:HYDROPHOBIC,carbonyl/amide linker,mol_0598__vs_mol_0008__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0008__strict.xml
mol_0598,mol_0009,1,LEU_1010:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0009__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0009__strict.xml
mol_0598,mol_0010,2,LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0010__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0010__strict.xml
mol_0598,mol_0011,2,LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0598__vs_mol_0011__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0598__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0011__strict.xml
mol_0726,mol_0000,1,LYS_908:HBOND,heteroaromatic core,mol_0726__vs_mol_0000__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0000__strict.xml
mol_0726,mol_0001,1,LEU_1024:HYDROPHOBIC,common key scaffold,mol_0726__vs_mol_0001__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0001__strict.xml
mol_0726,mol_0002,2,ASP_1021:SALT_BRIDGE; PHE_886:HYDROPHOBIC,carbonyl/amide linker,mol_0726__vs_mol_0002__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0002__strict.xml
mol_0726,mol_0003,2,ASP_1021:SALT_BRIDGE; VAL_889:HYDROPHOBIC,common key scaffold,mol_0726__vs_mol_0003__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0003__strict.xml
mol_0726,mol_0004,1,VAL_889:HYDROPHOBIC,common key scaffold,mol_0726__vs_mol_0004__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0004__strict.xml
mol_0726,mol_0005,2,ASP_1021:SALT_BRIDGE; VAL_889:HYDROPHOBIC,common key scaffold,mol_0726__vs_mol_0005__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0005__strict.xml
mol_0726,mol_0006,1,VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0726__vs_mol_0006__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0006__strict.xml
mol_0726,mol_0007,2,ASP_1021:SALT_BRIDGE; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0726__vs_mol_0007__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0007__strict.xml
mol_0726,mol_0008,1,VAL_889:HYDROPHOBIC,carbonyl/amide linker,mol_0726__vs_mol_0008__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0008__strict.xml
mol_0726,mol_0009,0,,No strict shared PLIP anchor-derived unit,mol_0726__vs_mol_0009__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0009__strict.xml
mol_0726,mol_0010,2,LEU_1024:HYDROPHOBIC; VAL_889:HYDROPHOBIC,carbonyl/amide linker,mol_0726__vs_mol_0010__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0010__strict.xml
mol_0726,mol_0011,1,VAL_889:HYDROPHOBIC,common key scaffold,mol_0726__vs_mol_0011__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0726__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0011__strict.xml
mol_0754,mol_0000,2,LEU_881:HYDROPHOBIC; LYS_908:HBOND,heteroaromatic core,mol_0754__vs_mol_0000__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0000__strict.xml
mol_0754,mol_0001,2,GLY_887:HBOND; PHE_886:HBOND,common key scaffold,mol_0754__vs_mol_0001__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0001__strict.xml
mol_0754,mol_0002,2,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0002__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0002__strict.xml
mol_0754,mol_0003,4,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0003__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0003__strict.xml
mol_0754,mol_0004,3,LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0754__vs_mol_0004__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0004__strict.xml
mol_0754,mol_0005,3,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0005__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0005__strict.xml
mol_0754,mol_0006,3,LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0754__vs_mol_0006__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0006__strict.xml
mol_0754,mol_0007,4,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0007__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0007__strict.xml
mol_0754,mol_0008,2,LEU_881:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0008__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0008__strict.xml
mol_0754,mol_0009,1,LEU_1010:HYDROPHOBIC,common key scaffold,mol_0754__vs_mol_0009__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0009__strict.xml
mol_0754,mol_0010,2,LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0010__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0010__strict.xml
mol_0754,mol_0011,2,LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0754__vs_mol_0011__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0754__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0011__strict.xml
mol_0991,mol_0000,1,ARG_1007:HBOND,heteroaromatic core,mol_0991__vs_mol_0000__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0000__strict.xml
mol_0991,mol_0001,1,GLU_883:HBOND,common key scaffold,mol_0991__vs_mol_0001__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0001__strict.xml
mol_0991,mol_0002,2,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC,carbonyl/amide linker,mol_0991__vs_mol_0002__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0002__strict.xml
mol_0991,mol_0003,3,ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0991__vs_mol_0003__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0003__strict.xml
mol_0991,mol_0004,3,ARG_1007:HBOND; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0991__vs_mol_0004__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0004__strict.xml
mol_0991,mol_0005,4,ALA_906:HYDROPHOBIC; ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0991__vs_mol_0005__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0005__strict.xml
mol_0991,mol_0006,2,LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0991__vs_mol_0006__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0006__strict.xml
mol_0991,mol_0007,4,ALA_906:HYDROPHOBIC; ASP_1021:SALT_BRIDGE; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core,mol_0991__vs_mol_0007__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0007__strict.xml
mol_0991,mol_0008,1,VAL_889:HYDROPHOBIC,heteroaromatic core; carbonyl/amide linker,mol_0991__vs_mol_0008__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0008__strict.xml
mol_0991,mol_0009,2,ARG_1007:HBOND; LEU_1010:HYDROPHOBIC,common key scaffold,mol_0991__vs_mol_0009__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0009__strict.xml
mol_0991,mol_0010,3,ARG_1007:HBOND; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,heteroaromatic core; carbonyl/amide linker,mol_0991__vs_mol_0010__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0010__strict.xml
mol_0991,mol_0011,3,GLU_883:HBOND; LEU_1010:HYDROPHOBIC; VAL_889:HYDROPHOBIC,common key scaffold,mol_0991__vs_mol_0011__strict_plip_anchor_common_units.png,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0991__strict.xml,/workspace/aichengwei/code/own/pharmaPrompt/results_analysis/JAK1_strict_plip_anchor/xml/mol_0011__strict.xml
