Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',62,nM,7.21,,,UO_0000065,,,,,0,CHEMBL5445820,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',54,nM,7.27,,,UO_0000065,,,,,0,CHEMBL5445806,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',11,nM,7.96,,,UO_0000065,,,,,0,CHEMBL5445920,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',1.6,nM,8.8,,,UO_0000065,,,,,0,CHEMBL5445923,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine OSM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4085457,RITLECITINIB,4,285.35,0,1.94,21,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,IC50,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL5347012,Inhibition of JAK1 (unknown origin) in presence of ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5346859,1,Scientific Literature,Eur J Med Chem,2022,None,,,,10
CHEMBL4085457,RITLECITINIB,4,285.35,0,1.94,PF-06651600; 6,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,IC50,'=',1640,nM,5.79,,,UO_0000065,20.27,0.38,3.85,7.83,1,CHEMBL4265553,Inhibition of recombinant human GST-tagged JAK1 using KAIETDKEYYTVKD-NH2 as substrate in presence of ATP at Km concentration by coupled PK/LDH assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4261650,1,Scientific Literature,J Med Chem,2018,None,,,,1640
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',20,nM,7.7,,,UO_0000065,25.13,0.46,4.23,9.26,0,CHEMBL4406242,Inhibition of recombinant human N-terminal GST-tagged JAK1 (866 to 1154 residues) expressed in insect cells using FITC-labeled C6-KKHTDDGYMPMSPGVA-NH peptide as substrate after 10 mins in presence of 5 mM ATP by caliper mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4402602,1,Scientific Literature,J Med Chem,2020,None,,,,0.02
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',1210,nM,5.92,,,UO_0000065,,,,,0,CHEMBL5445824,Affinity Phenotypic Cellular interaction: (Colony forming cell assays (inhibition of mouse myeloid progenitor cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,2,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',0.6,nM,9.22,,,UO_0000065,30.1,0.55,5.75,11.09,0,CHEMBL3118994,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3112442,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,0.6
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'>',3.2,nM,,,,UO_0000065,,,,,0,CHEMBL5471968,Selectivity interaction (HTRF activity assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024,None,Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.001 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,0.0032
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',47,nM,7.33,,,UO_0000065,19.27,0.37,4.42,9.36,0,CHEMBL5471969,Selectivity interaction (Biochemical assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024,None,Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,47
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',187,nM,6.73,,,UO_0000065,,,,,0,CHEMBL5445819,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-21,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,BDBM103727,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',48.29,nM,7.32,,221697,UO_0000065,17.19,0.33,5.34,7.57,0,CHEMBL3705086,Inhibition Assay: In vitro inhibition assay using various enzyme.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638964,37,BindingDB Patent Bioactivity Data,,2013,None,,,,48.29
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,4; LY3009104,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,5.9
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',10,nM,8,,,UO_0000065,,,,,0,CHEMBL5445925,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1078178,MOMELOTINIB,4,414.47,0,2.98,Momelotinib,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,'=',11,nM,7.96,,,UO_0000065,19.2,0.35,4.98,7.71,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,11
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',28,nM,7.55,,,UO_0000065,,,,,0,CHEMBL5445803,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',406,nM,6.39,,,UO_0000065,,,,,0,CHEMBL5445810,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',3,nM,8.52,,,UO_0000065,27.28,0.51,6.98,9.59,1,CHEMBL5119344,Inhibition of JAK1 (unknown origin) using Kinase/Tyr 6 peptide as substrate incubated for 1 hrs in presence of ATP by fluorescence microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113519,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,3
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',3.2,nM,8.49,,,UO_0000065,27.19,0.5,6.95,9.55,1,CHEMBL5385203,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5380863,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,3.2
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',22,nM,7.66,,,UO_0000065,,,,,0,CHEMBL5445926,Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-15,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',1.4,nM,8.85,,,UO_0000065,28.34,0.53,7.31,9.96,1,CHEMBL4482010,Inhibition of human JAK1 using TK-substrate-biotin preincubated for 5 mins followed by substrate addition and further incubated for 30 mins and subsequently measured after 1 hr by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4480445,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,1.4
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',11,nM,7.96,,,UO_0000065,,,,,0,CHEMBL5445918,Affinity Phenotypic Cellular interaction: (SureFire Assay kit (JAK1 dependent phosphorylation of STAT3,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,3,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',6,nM,8.22,,,UO_0000065,26.84,0.49,4.75,9.88,0,CHEMBL4022969,Inhibition of recombinant human JAK1 using 5'FAM-KKSRGDYMTMQID as substrate in presence of 1 mM ATP by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020822,1,Scientific Literature,J Med Chem,2018,None,,,,0.006
CHEMBL1078178,MOMELOTINIB,4,414.47,0,2.98,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',11,nM,7.96,,,UO_0000065,,,,,0,CHEMBL5445799,Affinity Phenotypic Cellular interaction: (IL-2 induced T cell blast proliferation assay) EUB0000286bCit JAK1,F,BAO_0000219,cell-based format,Homo sapiens,None,None,T-cell,None,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024,CHEMBL3307588,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/14593182/,,,11
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL5471967,Selectivity interaction (HTRF activity assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024,None,Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,0.043
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,1,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',4.1,nM,8.39,,,UO_0000065,26.85,0.5,6.85,9.43,0,CHEMBL1641123,Inhibition of JAK1 by solution phase kinase assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL1629452,1,Scientific Literature,J Med Chem,2010,None,,,,4.1
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',1.6,nM,8.8,,,UO_0000065,,,,,1,CHEMBL4402148,Inhibition of recombinant human GST-tagged JAK1 catalytic domain (866 to 1154 residues) expressed in baculovirus expression system using TK-biotin as substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by HTRF assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4400567,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,1.6
CHEMBL2035187,PACRITINIB,4,472.59,0,4.47,5; SB1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,EUB0001543a,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',1900,nM,5.72,,,UO_0000065,13.54,0.25,3.99,4.21,0,CHEMBL5479505,Selectivity interaction (Human whole blood assay (phosphorylation of STAT5,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,Ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',0.43,nM,9.37,,,UO_0000065,30.57,0.56,5.9,11.26,0,CHEMBL3784138,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779778,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,0.43
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,ABT-494,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,43
CHEMBL3622821,UPADACITINIB,4,380.37,0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',8,nM,8.1,,,UO_0000065,21.29,0.41,5.19,10.34,0,CHEMBL4258532,Inhibition of JAK1 (unknown origin) by cell-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4257478,1,Scientific Literature,Medchemcomm,2018,None,,,,8
CHEMBL1983268,ENTRECTINIB,4,560.65,2,5.03,2; entrectinib,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,IC50,'=',112,nM,6.95,,,UO_0000065,12.4,0.23,1.92,8.13,0,CHEMBL3807413,Inhibition of JAK1 (unknown origin) in presence of gamma33-ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804811,1,Scientific Literature,J Med Chem,2016,None,,,,0.112
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,BDBM103727,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',47.07,nM,7.33,,221694,UO_0000065,17.22,0.33,5.35,7.58,0,CHEMBL3705086,Inhibition Assay: In vitro inhibition assay using various enzyme.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638964,37,BindingDB Patent Bioactivity Data,,2013,None,,,,47.07
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,5,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL5346999,Inhibition of N-terminal epitope tagged recombinant human JAK1 (837 to 1142 residues) expressed in baculovirus infected Sf21 cells using EQEDEPEGDYFEWLE peptide as substrate incubated for 1 hr in presence of ATP by homogeneous time-resolved fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5346859,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,3.3
CHEMBL1789941,RUXOLITINIB,4,306.37,0,3.47,Jakafi,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3,nM,8.52,,,UO_0000065,27.82,0.51,5.05,10.25,1,CHEMBL3804596,Inhibition of human recombinant JAK1 assessed as reduction in Ulight-CAGAGAIETDKEYYTVKD phosphorylation pre-incubated before substrate addition and measured after 60 mins by LANCE detection method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797141,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,0.003
CHEMBL3301607,FILGOTINIB,4,425.51,0,1.98,BDBM103727,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',55.66,nM,7.25,,221695,UO_0000065,17.05,0.33,5.27,7.5,0,CHEMBL3705086,Inhibition Assay: In vitro inhibition assay using various enzyme.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638964,37,BindingDB Patent Bioactivity Data,,2013,None,,,,55.66
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,EUB0001543a,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',615,nM,6.21,,,UO_0000065,14.7,0.27,4.48,4.57,0,CHEMBL5479503,Selectivity interaction (STAT-dependent luciferase reporter assay in PBMCs (IL-6 stimulation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',95,nM,7.02,,,UO_0000065,22.48,0.42,5.48,7.9,0,CHEMBL3784146,Inhibition of JAK1 in human PBMC cells assessed as inhibition of IL-6-induced MCP1 secretion,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779778,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3308021,,,,95
CHEMBL2105759,BARICITINIB,4,371.43,0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',0.99,nM,9,,,UO_0000065,24.24,0.47,7.9,7.47,0,CHEMBL3766652,Inhibition of JAK1 (unknown origin) using Ulight-JAK1 substrate peptide assessed as reduction in ATP-dependent substrate phosphorylation after 45 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763089,1,Scientific Literature,J Med Chem,2016,None,,,,0.99
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,3; BMS-986165,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',5,nM,8.3,,,UO_0000065,19.65,0.37,6.57,6.11,0,CHEMBL5364794,Inhibition of JAK1 signaling pathway in human PBMC cells assessed as reduction of IL-2 induced STAT5 phosphorylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5360651,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,5
CHEMBL221959,TOFACITINIB,4,312.38,0,1.54,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,'=',8.3,nM,8.08,,,UO_0000065,25.87,0.48,6.54,9.09,0,CHEMBL4610788,Inhibition of recombinant human N-terminal GST-tagged JAK1 (850 to 1154 residues) expressed in baculovirus expression system using Ulight-Poly GT as substrate incubated for 2 hrs by Lanthascreen TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4610007,1,Scientific Literature,Bioorg Med Chem,2020,None,,,,8.3
CHEMBL4435170,DEUCRAVACITINIB,4,425.47,0,1.73,EUB0001543a,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',592,nM,6.23,,,UO_0000065,14.74,0.27,4.5,4.58,0,CHEMBL5479502,Selectivity interaction (STAT-dependent luciferase reporter assay in PBMCs (IL-2 stimulation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',54,nM,7.27,,,UO_0000065,,,,,0,CHEMBL5445814,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',38,nM,7.42,,,UO_0000065,,,,,0,CHEMBL5445805,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IL-7,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103743,TOFACITINIB CITRATE,4,504.5,0,1.54,EUB0000286bCit,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',148,nM,6.83,,,UO_0000065,,,,,0,CHEMBL5445811,Affinity Phenotypic Cellular interaction: (Whole blood STAT phosphorylation assay (cytokine IFN-a,,,,,,,,,,,,,,,,,,,,,,,,,
